term,categories,variant_names,talmud_corpus_count,wikipedia_en,wikipedia_he,selected_anchor_text,hebrew_term,chavrutai_search_url,wiki_match_source,wikidata_id,father,student_of,affiliation,student,date_of_birth,place_of_birth,date_of_death,place_of_death
"Abraham, Isaac, and Jacob",biblicalNames,,25,https://en.wikipedia.org/wiki/Abraham,https://he.wikipedia.org/wiki/%D7%90%D7%91%D7%A8%D7%94%D7%9D,Abraham,אברהם,https://chavrutai.com/search?q=Abraham%2C+Isaac%2C+and+Jacob&type=talmud,biblical_names_api_review:no_exact_page; enwiki_api_exact,Q9181,Terah,,,,-1813,Ur Kaśdim,-1638,Hebron
Absalom,biblicalNames,Avshalom,19,https://en.wikipedia.org/wiki/Absalom,https://he.wikipedia.org/wiki/%D7%90%D7%91%D7%A9%D7%9C%D7%95%D7%9D,Absalom,אבשלום,https://chavrutai.com/search?q=Absalom&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q205372,David,,,,-1009,Hebron,-978,Wood of Ephraim
Avtalyon,names,Abtalion,17,https://en.wikipedia.org/wiki/Abtalion,https://he.wikipedia.org/wiki/%D7%90%D7%91%D7%98%D7%9C%D7%99%D7%95%D7%9F_(%D7%96%D7%95%D7%92%D7%95%D7%AA),Abtalion,אבטליון (זוגות),https://chavrutai.com/search?q=Avtalyon&type=talmud,blog,Q2750624,,Judah ben Tabbai; Simeon ben Shetach,,Hillel the Elder; Shammai the elder,,,,
Achan,biblicalNames,,10,https://en.wikipedia.org/wiki/Achan_(biblical_figure),https://he.wikipedia.org/wiki/%D7%A2%D7%9B%D7%9F_%D7%91%D7%9F_%D7%9B%D7%A8%D7%9E%D7%99,Achan (biblical figure),עכן בן כרמי,https://chavrutai.com/search?q=Achan&type=talmud,biblical_names_api_review:disambiguation_only; manual_biblical_top30,Q1889647,Carmi,,,,,,,
Achsah,biblicalNames,,1,https://en.wikipedia.org/wiki/Achsah,https://he.wikipedia.org/wiki/%D7%A2%D7%9B%D7%A1%D7%94,Achsah,עכסה,https://chavrutai.com/search?q=Achsah&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q2829011,Caleb,,,,,,,
Akko,talmudToponyms,"Acre, Israel",47,"https://en.wikipedia.org/wiki/Acre,_Israel#Roman_colony",https://he.wikipedia.org/wiki/%D7%A2%D7%9B%D7%95,"Acre, Israel",עכו,https://chavrutai.com/search?q=Akko&type=talmud,blog,Q126084,,,,,,,,
Adam,biblicalNames,"Adam and Eve; Adam the first; Adam the first man; Adam, the first",156,https://en.wikipedia.org/wiki/Adam,https://he.wikipedia.org/wiki/%D7%90%D7%93%D7%9D_(%D7%93%D7%9E%D7%95%D7%AA_%D7%9E%D7%A7%D7%A8%D7%90%D7%99%D7%AA),Adam,אדם (דמות מקראית),https://chavrutai.com/search?q=Adam&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q70899,,,,,-4004,Garden of Eden,-3074,
Adda bar Abba,names,,13,,,,,https://chavrutai.com/search?q=Adda+bar+Abba&type=talmud,,,,,,,,,,
Adda bar Ahava,names,Adda bar Ahavah,186,https://en.wikipedia.org/wiki/Adda_bar_Ahavah,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%90%D7%93%D7%90_%D7%91%D7%A8_%D7%90%D7%94%D7%91%D7%94,Adda bar Ahavah,רב אדא בר אהבה,https://chavrutai.com/search?q=Adda+bar+Ahava&type=talmud,blog,Q1410699,,,,,300,,400,
Adda bar Avimi,names,,3,,,,,https://chavrutai.com/search?q=Adda+bar+Avimi&type=talmud,,,,,,,,,,
Adda bar Ḥavu,names,,1,,,,,https://chavrutai.com/search?q=Adda+bar+%E1%B8%A4avu&type=talmud,,,,,,,,,,
Adda bar Ukhmei,names,,1,,,,,https://chavrutai.com/search?q=Adda+bar+Ukhmei&type=talmud,,,,,,,,,,
Adda Mari,names,,3,,,,,https://chavrutai.com/search?q=Adda+Mari&type=talmud,,,,,,,,,,
Adda the attendant,names,,2,,,,,https://chavrutai.com/search?q=Adda+the+attendant&type=talmud,,,,,,,,,,
Adda the fisherman,names,,4,,,,,https://chavrutai.com/search?q=Adda+the+fisherman&type=talmud,,,,,,,,,,
"Adda, attendant",names,,1,,,,,https://chavrutai.com/search?q=Adda%2C+attendant&type=talmud,,,,,,,,,,
Adi the Arab,names,,2,,,,,https://chavrutai.com/search?q=Adi+the+Arab&type=talmud,,,,,,,,,,
Adiabene,talmudToponyms,,0,https://en.wikipedia.org/wiki/Adiabene,https://he.wikipedia.org/wiki/%D7%97%D7%93%D7%99%D7%99%D7%91,Adiabene,חדייב,https://chavrutai.com/search?q=Adiabene&type=talmud,blog,Q149747,,,,,,,,
Adin,biblicalNames,,3,https://en.wikipedia.org/wiki/Adin,,Adin,,https://chavrutai.com/search?q=Adin&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q4682862,,,,,,,,
Admon,names,,50,https://en.wikipedia.org/wiki/Admon_(tanna),https://he.wikipedia.org/wiki/%D7%90%D7%93%D7%9E%D7%95%D7%9F,Admon (tanna),אדמון,https://chavrutai.com/search?q=Admon&type=talmud,wikidata_seed_qid,Q2069742,,,,,,Jerusalem,,
Admon ben Gaddai,names,,1,,,,,https://chavrutai.com/search?q=Admon+ben+Gaddai&type=talmud,,,,,,,,,,
Adonijah,biblicalNames,,6,https://en.wikipedia.org/wiki/Adonijah,https://he.wikipedia.org/wiki/%D7%90%D7%93%D7%95%D7%A0%D7%99%D7%94%D7%95,Adonijah,אדוניהו,https://chavrutai.com/search?q=Adonijah&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q360378,David,,,,-1000,Hebron,-1000,
Adrakan,names,,2,,,,,https://chavrutai.com/search?q=Adrakan&type=talmud,,,,,,,,,,
Adrammelech,biblicalNames,,1,https://en.wikipedia.org/wiki/Adrammelech,https://he.wikipedia.org/wiki/%D7%90%D7%93%D7%A8%D7%9E%D7%9C%D7%9A_(%D7%90%D7%9C%D7%99%D7%9C),Adrammelech,אדרמלך (אליל),https://chavrutai.com/search?q=Adrammelech&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q366515,,,,,,,,
Adriel,biblicalNames,,3,https://en.wikipedia.org/wiki/Adriel,https://he.wikipedia.org/wiki/%D7%A2%D7%93%D7%A8%D7%99%D7%90%D7%9C_%D7%94%D7%9E%D7%97%D7%95%D7%9C%D7%AA%D7%99,Adriel,עדריאל המחולתי,https://chavrutai.com/search?q=Adriel&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q2825091,Barzilai the Giladi,,,,,,,
Aforayim,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Aforayim&type=talmud,,,,,,,,,,
Africa,biblicalNations;talmudToponyms,,2,,,,,https://chavrutai.com/search?q=Africa&type=talmud,,,,,,,,,,
Afrikei,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Afrikei&type=talmud,,,,,,,,,,
Afrikiya,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Afrikiya&type=talmud,,,,,,,,,,
Agag,biblicalNames,,3,https://en.wikipedia.org/wiki/Agag,https://he.wikipedia.org/wiki/%D7%90%D7%92%D7%92,Agag,אגג,https://chavrutai.com/search?q=Agag&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q390086,,,,,,,,Gilgal
Agardamis the Arab merchant,names,,1,,,,,https://chavrutai.com/search?q=Agardamis+the+Arab+merchant&type=talmud,,,,,,,,,,
Agma,talmudToponyms,,3,,,,,https://chavrutai.com/search?q=Agma&type=talmud,,,,,,,,,,
Agra,names,,17,,,,,https://chavrutai.com/search?q=Agra&type=talmud,,,,,,,,,,
"Agra, the father-in-law of Rabbi Abba",names,,4,,,,,https://chavrutai.com/search?q=Agra%2C+the+father-in-law+of+Rabbi+Abba&type=talmud,,,,,,,,,,
"Agrat, daughter of Maḥalat",names,Agrat bat Mahlat,1,https://en.wikipedia.org/wiki/Agrat_bat_Mahlat,https://he.wikipedia.org/wiki/%D7%90%D7%92%D7%A8%D7%AA_%D7%91%D7%AA_%D7%9E%D7%97%D7%9C%D7%AA,Agrat bat Mahlat,אגרת בת מחלת,https://chavrutai.com/search?q=Agrat%2C+daughter+of+Ma%E1%B8%A5alat&type=talmud,blog,Q2913206,,,,,,,,
Agrippas general,names,,0,,,,,https://chavrutai.com/search?q=Agrippas+general&type=talmud,,,,,,,,,,
Agrippas the general,names,,0,,,,,https://chavrutai.com/search?q=Agrippas+the+general&type=talmud,,,,,,,,,,
"Rav Aḥa, son of Rava",names,Aha b. Rava,92,https://en.wikipedia.org/wiki/Aha_b._Rava,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%90%D7%97%D7%90_%D7%91%D7%A8%D7%99%D7%94_%D7%93%D7%A8%D7%91%D7%90,Aha b. Rava,רב אחא בריה דרבא,https://chavrutai.com/search?q=Rav+A%E1%B8%A5a%2C+son+of+Rava&type=talmud,blog,Q4694893,,,Pumbedita Academy,,,,,
Aḥa bar Hidya,names,,1,,,,,https://chavrutai.com/search?q=A%E1%B8%A5a+bar+Hidya&type=talmud,,,,,,,,,,
Rav Aḥa bar Ya’akov,names,Aha bar Jacob; Rav Aḥa bar Yaakov,154,https://en.wikipedia.org/wiki/Aha_bar_Jacob,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%90%D7%97%D7%90_%D7%91%D7%A8_%D7%99%D7%A2%D7%A7%D7%91,Aha bar Jacob,רב אחא בר יעקב,https://chavrutai.com/search?q=Rav+A%E1%B8%A5a+bar+Ya%E2%80%99akov&type=talmud,blog,Q4694892,,,,,,,,
"Aḥa, brother of Abba, father of Rabbi Yirmeya bar Abba",names,,0,,,,,https://chavrutai.com/search?q=A%E1%B8%A5a%2C+brother+of+Abba%2C+father+of+Rabbi+Yirmeya+bar+Abba&type=talmud,,,,,,,,,,
"Aha, the governor of the castle",names,,0,,,,,https://chavrutai.com/search?q=Aha%2C+the+governor+of+the+castle&type=talmud,,,,,,,,,,
Ahab,biblicalNames,"Ahab ben Omri; Ahab, son of Omri",43,https://en.wikipedia.org/wiki/Ahab,https://he.wikipedia.org/wiki/%D7%90%D7%97%D7%90%D7%91,Ahab,אחאב,https://chavrutai.com/search?q=Ahab&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q235901,Omri,,,,-918,,-852,Ramoth-Gilead
Aḥai bar Yoshiya,names,,5,,,,,https://chavrutai.com/search?q=A%E1%B8%A5ai+bar+Yoshiya&type=talmud,,,,,,,,,,
Aḥai the Distinguished,names,,1,,,,,https://chavrutai.com/search?q=A%E1%B8%A5ai+the+Distinguished&type=talmud,,,,,,,,,,
Ahasuerus,biblicalNames,King Ahasuerus,28,https://en.wikipedia.org/wiki/Ahasuerus,https://he.wikipedia.org/wiki/%D7%90%D7%97%D7%A9%D7%95%D7%95%D7%A8%D7%95%D7%A9,Ahasuerus,אחשוורוש,https://chavrutai.com/search?q=Ahasuerus&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q1370497,,,,,,Achaemenid Empire,,
"Ahava, son of Rabbi Zeira",names,,1,,,,,https://chavrutai.com/search?q=Ahava%2C+son+of+Rabbi+Zeira&type=talmud,,,,,,,,,,
Ahaz,biblicalNames,,9,https://en.wikipedia.org/wiki/Ahaz,https://he.wikipedia.org/wiki/%D7%90%D7%97%D7%96,Ahaz,אחז,https://chavrutai.com/search?q=Ahaz&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q30914,Jotham,,,,-763,,-727,
Ahaziah,biblicalNames,,1,https://en.wikipedia.org/wiki/Ahaziah,https://he.wikipedia.org/wiki/%D7%90%D7%97%D7%96%D7%99%D7%94,Ahaziah,אחזיה,https://chavrutai.com/search?q=Ahaziah&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q400088,,,,,,,,
Aḥer,names,,22,,,,,https://chavrutai.com/search?q=A%E1%B8%A5er&type=talmud,,,,,,,,,,
Aḥi Shakkaya,names,,1,,,,,https://chavrutai.com/search?q=A%E1%B8%A5i+Shakkaya&type=talmud,,,,,,,,,,
Ahijah the Shilonite,biblicalNames,,9,https://en.wikipedia.org/wiki/Ahijah_the_Shilonite,https://he.wikipedia.org/wiki/%D7%90%D7%97%D7%99%D7%94_%D7%94%D7%A9%D7%99%D7%9C%D7%95%D7%A0%D7%99,Ahijah the Shilonite,אחיה השילוני,https://chavrutai.com/search?q=Ahijah+the+Shilonite&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q2590260,unknown,David,,Elijah,,,,
"Ahijah, son of Shamhazai",biblicalNames,,0,https://en.wikipedia.org/wiki/Ahijah,https://he.wikipedia.org/wiki/%D7%90%D7%97%D7%99%D7%94,Ahijah,אחיה,https://chavrutai.com/search?q=Ahijah%2C+son+of+Shamhazai&type=talmud,biblical_names_api_review:no_exact_page; enwiki_api_exact,Q4072968,,,,,,,,
Ahiman,biblicalNames,,2,https://en.wikipedia.org/wiki/Ahiman,https://he.wikipedia.org/wiki/%D7%A2%D7%A0%D7%A7%23%D7%94%D7%A2%D7%A0%D7%A7%D7%99%D7%9D_%D7%91%D7%9E%D7%A7%D7%A8%D7%90,Ahiman,ענק#הענקים במקרא,https://chavrutai.com/search?q=Ahiman&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q3707571,,,,,,,,
"Ahimelech, son of Ahitub",biblicalNames,,1,https://en.wikipedia.org/wiki/Ahimelech,https://he.wikipedia.org/wiki/%D7%90%D7%97%D7%99%D7%9E%D7%9C%D7%9A_%D7%91%D7%9F_%D7%90%D7%97%D7%99%D7%98%D7%95%D7%91,Ahimelech,אחימלך בן אחיטוב,https://chavrutai.com/search?q=Ahimelech%2C+son+of+Ahitub&type=talmud,biblical_names_api_review:no_exact_page; enwiki_api_exact,Q400257,Ahitub,,,,,,,
Ahithophel,biblicalNames,Ahitophel,24,https://en.wikipedia.org/wiki/Ahitophel,https://he.wikipedia.org/wiki/%D7%90%D7%97%D7%99%D7%AA%D7%95%D7%A4%D7%9C,Ahitophel,אחיתופל,https://chavrutai.com/search?q=Ahithophel&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q400294,,,,,-1100,Giloh,-1019; -978,
Ahurmiz,names,,2,,,,,https://chavrutai.com/search?q=Ahurmiz&type=talmud,,,,,,,,,,
Ai,biblicalPlaces,Ai (Canaan),3,https://en.wikipedia.org/wiki/Ai_(Canaan),https://he.wikipedia.org/wiki/%D7%94%D7%A2%D7%99,Ai (Canaan),העי,https://chavrutai.com/search?q=Ai&type=talmud,blog,Q403166,,,,,,,,
Aivu,names,,16,,,,,https://chavrutai.com/search?q=Aivu&type=talmud,,,,,,,,,,
"Aivu and Ḥizkiya, sons of the daughter of Rav",names,,1,,,,,https://chavrutai.com/search?q=Aivu+and+%E1%B8%A4izkiya%2C+sons+of+the+daughter+of+Rav&type=talmud,,,,,,,,,,
Akavya,names,,61,,,,,https://chavrutai.com/search?q=Akavya&type=talmud,,,,,,,,,,
Akavya ben Mahalalel,names,,18,,,,,https://chavrutai.com/search?q=Akavya+ben+Mahalalel&type=talmud,,,,,,,,,,
Akhbaria,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Akhbaria&type=talmud,,,,,,,,,,
Akistefon,talmudToponyms,,2,,,,,https://chavrutai.com/search?q=Akistefon&type=talmud,,,,,,,,,,
Akiva ben Yosef,names,,12,,,,,https://chavrutai.com/search?q=Akiva+ben+Yosef&type=talmud,,,,,,,,,,
Akra,talmudToponyms,,8,,,,,https://chavrutai.com/search?q=Akra&type=talmud,,,,,,,,,,
Akra DeAgma,talmudToponyms,Akra De’agma,4,,,,,https://chavrutai.com/search?q=Akra+DeAgma&type=talmud,,,,,,,,,,
Akrabat,talmudToponyms,,2,,,,,https://chavrutai.com/search?q=Akrabat&type=talmud,,,,,,,,,,
Akronya,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Akronya&type=talmud,,,,,,,,,,
Akteisfon,talmudToponyms,,3,,,,,https://chavrutai.com/search?q=Akteisfon&type=talmud,,,,,,,,,,
Alexa,names,,1,,,,,https://chavrutai.com/search?q=Alexa&type=talmud,,,,,,,,,,
Alexander,names,,11,,,,,https://chavrutai.com/search?q=Alexander&type=talmud,,,,,,,,,,
King Yannai,names,Alexander Jannaeus,11,https://en.wikipedia.org/wiki/Alexander_Jannaeus,https://he.wikipedia.org/wiki/%D7%90%D7%9C%D7%9B%D7%A1%D7%A0%D7%93%D7%A8_%D7%99%D7%A0%D7%90%D7%99,Alexander Jannaeus,אלכסנדר ינאי,https://chavrutai.com/search?q=King+Yannai&type=talmud,blog+en_langlink_he,Q319107,John Hyrcanus,,,,-127,,-76,
Alexander of Macedon,names,,8,,,,,https://chavrutai.com/search?q=Alexander+of+Macedon&type=talmud,,,,,,,,,,
Alexander of Macedonia,names,,1,,,,,https://chavrutai.com/search?q=Alexander+of+Macedonia&type=talmud,,,,,,,,,,
Alexander the king,names,,1,,,,,https://chavrutai.com/search?q=Alexander+the+king&type=talmud,,,,,,,,,,
Alexandria,talmudToponyms,,21,https://en.wikipedia.org/wiki/Alexandria#Ancient_era,https://he.wikipedia.org/wiki/%D7%90%D7%9C%D7%9B%D7%A1%D7%A0%D7%93%D7%A8%D7%99%D7%94,Alexandria,אלכסנדריה,https://chavrutai.com/search?q=Alexandria&type=talmud,blog,Q87,,,,,,,,
Alexandria in Egypt,talmudToponyms,,7,,,,,https://chavrutai.com/search?q=Alexandria+in+Egypt&type=talmud,,,,,,,,,,
Alexandria of Egypt,talmudToponyms,,11,,,,,https://chavrutai.com/search?q=Alexandria+of+Egypt&type=talmud,,,,,,,,,,
Alexandrians,names,,4,,,,,https://chavrutai.com/search?q=Alexandrians&type=talmud,,,,,,,,,,
Meḥoza,talmudToponyms,Al-Mada'in,72,https://en.wikipedia.org/wiki/Al-Mada'in,https://he.wikipedia.org/wiki/%D7%9E%D7%97%D7%95%D7%96%D7%90,Al-Mada'in,מחוזא,https://chavrutai.com/search?q=Me%E1%B8%A5oza&type=talmud,blog,Q1378794,,,,,,,,
Almin,talmudToponyms,,2,,,,,https://chavrutai.com/search?q=Almin&type=talmud,,,,,,,,,,
altar,concepts,Altar (Bible),933,,https://he.wikipedia.org/wiki/%D7%9E%D7%96%D7%91%D7%97,,מזבח,https://chavrutai.com/search?q=altar&type=talmud,,Q101687,,,,,,,,
golden altar,concepts,Altar (Bible),16,https://en.wikipedia.org/wiki/Altar_(Bible)#Altar_of_incense,,Altar (Bible),,https://chavrutai.com/search?q=golden+altar&type=talmud,blog,Q4736161,,,,,,,,
Alush,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Alush&type=talmud,,,,,,,,,,
am ha’aretz,concepts,,90,https://en.wikipedia.org/wiki/Am_ha'aretz,https://he.wikipedia.org/wiki/%D7%A2%D7%9D_%D7%94%D7%90%D7%A8%D7%A5,Am ha'aretz,עם הארץ,https://chavrutai.com/search?q=am+ha%E2%80%99aretz&type=talmud,manual_concepts_top_missing_he_pass2,Q451586,,,,,,,,
Am ha'aretz,concepts,,90,https://en.wikipedia.org/wiki/Am_ha'aretz,https://he.wikipedia.org/wiki/%D7%A2%D7%9D_%D7%94%D7%90%D7%A8%D7%A5,Am ha'aretz,עם הארץ,https://chavrutai.com/search?q=Am+ha%27aretz&type=talmud,blog,Q451586,,,,,,,,
Amalek,biblicalNations,,8,https://en.wikipedia.org/wiki/Amalek,https://he.wikipedia.org/wiki/%D7%A2%D7%9E%D7%9C%D7%A7,Amalek,עמלק,https://chavrutai.com/search?q=Amalek&type=talmud,blog,Q372091,Eliphaz,,,,,,,
Amasa,biblicalNames,,2,https://en.wikipedia.org/wiki/Amasa,https://he.wikipedia.org/wiki/%D7%A2%D7%9E%D7%A9%D7%90_%D7%91%D7%9F_%D7%99%D7%AA%D7%A8,Amasa,עמשא בן יתר,https://chavrutai.com/search?q=Amasa&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q2689456,Jether,,,,-1100,Kingdom of Israel,-1000,Kingdom of Israel
Amatlai bat Karnevo,biblicalNames,,1,,,,,https://chavrutai.com/search?q=Amatlai+bat+Karnevo&type=talmud,biblical_names_api_review:no_exact_page,,,,,,,,,
Amatlai bat Orevati,biblicalNames,,1,,,,,https://chavrutai.com/search?q=Amatlai+bat+Orevati&type=talmud,biblical_names_api_review:no_exact_page,,,,,,,,,
Amaziah,biblicalNames,,4,https://en.wikipedia.org/wiki/Amaziah,https://he.wikipedia.org/wiki/%D7%90%D7%9E%D7%A6%D7%99%D7%94_(%D7%A4%D7%99%D7%A8%D7%95%D7%A9%D7%95%D7%A0%D7%99%D7%9D),Amaziah,אמציה (פירושונים),https://chavrutai.com/search?q=Amaziah&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q4740764,,,,,,,,
Evil-merodach,biblicalNames,Amel-Marduk,2,https://en.wikipedia.org/wiki/Amel-Marduk,https://he.wikipedia.org/wiki/%D7%90%D7%95%D7%99%D7%9C-%D7%9E%D7%A8%D7%93%D7%95%D7%9A,Amel-Marduk,אויל-מרדוך,https://chavrutai.com/search?q=Evil-merodach&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q313234,Nebuchadnezzar II,,,,,,-560,
Ameimar,names,Amemar,191,https://en.wikipedia.org/wiki/Amemar,https://he.wikipedia.org/wiki/%D7%90%D7%9E%D7%99%D7%9E%D7%A8,Amemar,אמימר,https://chavrutai.com/search?q=Ameimar&type=talmud,blog,Q454422,,,,,400,,500,
Ami bar Avin,names,,1,,,,,https://chavrutai.com/search?q=Ami+bar+Avin&type=talmud,,,,,,,,,,
Ami bar Natan,names,,0,,,,,https://chavrutai.com/search?q=Ami+bar+Natan&type=talmud,,,,,,,,,,
Ami of Vardina,names,,2,,,,,https://chavrutai.com/search?q=Ami+of+Vardina&type=talmud,,,,,,,,,,
Ami the oven maker,names,,1,,,,,https://chavrutai.com/search?q=Ami+the+oven+maker&type=talmud,,,,,,,,,,
Rami bar Abba,names,Ammi b. Abba,21,https://en.wikipedia.org/wiki/Ammi_b._Abba,https://he.wikipedia.org/wiki/%D7%A8%D7%9E%D7%99_%D7%91%D7%A8_%D7%90%D7%91%D7%90,Ammi b. Abba,רמי בר אבא,https://chavrutai.com/search?q=Rami+bar+Abba&type=talmud,blog,Q4747240,,,,,,,,
Ammon,biblicalNames;biblicalNations;biblicalPlaces,Ammon and Moab,31,https://en.wikipedia.org/wiki/Ammon,,Ammon,,https://chavrutai.com/search?q=Ammon&type=talmud,blog,Q473353,,,,,,,,
Ammonite,biblicalNations,,73,,,,,https://chavrutai.com/search?q=Ammonite&type=talmud,,,,,,,,,,
Amnon,biblicalNames,"Amnon and Tamar; Amnon, son of David",11,https://en.wikipedia.org/wiki/Amnon,https://he.wikipedia.org/wiki/%D7%90%D7%9E%D7%A0%D7%95%D7%9F_(%D7%93%D7%9E%D7%95%D7%AA_%D7%9E%D7%A7%D7%A8%D7%90%D7%99%D7%AA),Amnon,אמנון (דמות מקראית),https://chavrutai.com/search?q=Amnon&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q361636,David,,,,-1100,Hebron,-1000,Jerusalem
Amon,biblicalNames,,9,https://en.wikipedia.org/wiki/Amon_of_Judah,https://he.wikipedia.org/wiki/%D7%90%D7%9E%D7%95%D7%9F_(%D7%9E%D7%9C%D7%9A_%D7%99%D7%94%D7%95%D7%93%D7%94),Amon of Judah,אמון (מלך יהודה),https://chavrutai.com/search?q=Amon&type=talmud,biblical_names_api_review:disambiguation_only; manual_biblical_top30,Q313423,Manasseh,,,,-664,Kingdom of Judah,-640,Jerusalem
Amos,biblicalNames,,6,https://en.wikipedia.org/wiki/Amos_(prophet),https://he.wikipedia.org/wiki/%D7%A2%D7%9E%D7%95%D7%A1,Amos (prophet),עמוס,https://chavrutai.com/search?q=Amos&type=talmud,biblical_names_api_review:disambiguation_only; manual_biblical_top30,Q213850,,Hosea,,Isaiah,-814,Teqoa,-740,
Amoz,biblicalNames,,4,https://en.wikipedia.org/wiki/Amoz,https://he.wikipedia.org/wiki/%D7%90%D7%9E%D7%95%D7%A5,Amoz,אמוץ,https://chavrutai.com/search?q=Amoz&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q4748020,Jehoash,,,,,,,
Amram the dyer,names,,1,,,,,https://chavrutai.com/search?q=Amram+the+dyer&type=talmud,,,,,,,,,,
"Amram, father of Moses",biblicalNames,,2,https://en.wikipedia.org/wiki/Amram,https://he.wikipedia.org/wiki/%D7%A2%D7%9E%D7%A8%D7%9D,Amram,עמרם,https://chavrutai.com/search?q=Amram%2C+father+of+Moses&type=talmud,biblical_names_api_review:no_exact_page; enwiki_api_exact,Q477527,Kohath,,,,,,,
Amraphel,biblicalNames,,2,https://en.wikipedia.org/wiki/Amraphel,https://he.wikipedia.org/wiki/%D7%90%D7%9E%D7%A8%D7%A4%D7%9C,Amraphel,אמרפל,https://chavrutai.com/search?q=Amraphel&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q2844493,,,,,-2100; -2000,Shinar,-2000; -1900,West Asia
an ancestral field,concepts,,68,,,,,https://chavrutai.com/search?q=an+ancestral+field&type=talmud,,,,,,,,,,
an armed bandit,names,,18,,,,,https://chavrutai.com/search?q=an+armed+bandit&type=talmud,,,,,,,,,,
an examiner,names,,1,,,,,https://chavrutai.com/search?q=an+examiner&type=talmud,,,,,,,,,,
an important woman,names,,4,,,,,https://chavrutai.com/search?q=an+important+woman&type=talmud,,,,,,,,,,
an unslaughtered carcass,concepts,,38,,,,,https://chavrutai.com/search?q=an+unslaughtered+carcass&type=talmud,,,,,,,,,,
Anah,biblicalNames,,8,https://en.wikipedia.org/wiki/Anah,,Anah,,https://chavrutai.com/search?q=Anah&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q2627750,,,,,,,,
Anammelech,biblicalNames,,1,https://en.wikipedia.org/wiki/Anammelech,,Anammelech,,https://chavrutai.com/search?q=Anammelech&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q366492,,,,,,,,
Rav Anan,names,Anan (amora),56,https://en.wikipedia.org/wiki/Anan_(amora),https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%A2%D7%A0%D7%9F,Anan (amora),רב ענן,https://chavrutai.com/search?q=Rav+Anan&type=talmud,blog,Q7026786,,,Amoraim of Babylon,,,,,
